Long(deg)	Lat(deg)	MONTH	DAY	YEAR	DATE	Pieces/KM2
-70.14	40.23	09	13	2000	2000-09-13	0
-71.06	41.11	09	14	2000	2000-09-14	0
-70.90	41.32	10	16	2000	2000-10-16	0
-71.18	40.25	10	17	2000	2000-10-17	0
-72.47	39.16	10	18	2000	2000-10-18	0
-72.17	38.51	10	18	2000	2000-10-18	0
-68.72	36.78	10	20	2000	2000-10-20	5400
-68.08	35.96	10	21	2000	2000-10-21	15839
-67.67	35.41	10	21	2000	2000-10-21	9359
-67.48	34.84	10	22	2000	2000-10-22	22678
-67.11	34.22	10	22	2000	2000-10-22	14039
-66.01	33.27	10	23	2000	2000-10-23	2700
-65.02	32.13	10	23	2000	2000-10-23	5400
-62.64	27.74	10	25	2000	2000-10-25	10799
-62.71	27.52	10	26	2000	2000-10-26	8639
-63.02	27.26	10	26	2000	2000-10-26	3857
-62.80	27.48	10	26	2000	2000-10-26	0
-62.47	27.56	10	27	2000	2000-10-27	0
-62.26	27.61	10	27	2000	2000-10-27	1080
-61.97	27.66	10	27	2000	2000-10-27	0
-61.25	27.63	10	28	2000	2000-10-28	0
-60.38	27.59	10	28	2000	2000-10-28	7559
-59.64	27.44	10	29	2000	2000-10-29	11339
-59.62	27.08	10	30	2000	2000-10-30	0
-59.02	26.96	10	30	2000	2000-10-30	2880
-59.05	24.65	11	01	2000	2000-11-01	1473
-58.83	23.46	11	02	2000	2000-11-02	5400
-58.73	22.10	11	02	2000	2000-11-02	2700
-58.99	20.91	11	03	2000	2000-11-03	2160
-59.28	20.02	11	03	2000	2000-11-03	1963
-59.73	19.12	11	04	2000	2000-11-04	0
-60.43	17.87	11	04	2000	2000-11-04	0
-61.91	16.97	11	08	2000	2000-11-08	5940
-62.18	16.21	11	09	2000	2000-11-09	491
-61.98	15.71	11	09	2000	2000-11-09	0
-61.53	14.79	11	10	2000	2000-11-10	2160
-60.98	14.19	11	11	2000	2000-11-11	0
-61.16	13.74	11	11	2000	2000-11-11	0
-65.12	17.26	12	01	2000	2000-12-01	0
-65.40	16.41	12	01	2000	2000-12-01	0
-65.51	15.65	12	02	2000	2000-12-02	0
-65.51	15.65	12	02	2000	2000-12-02	0
-65.75	14.86	12	02	2000	2000-12-02	491
-66.07	14.24	12	03	2000	2000-12-03	600
-66.07	14.24	12	03	2000	2000-12-03	540
-65.84	15.00	12	03	2000	2000-12-03	3240
-65.21	15.73	12	04	2000	2000-12-04	0
-65.21	15.73	12	04	2000	2000-12-04	0
-65.03	14.94	12	04	2000	2000-12-04	0
-64.90	13.84	12	05	2000	2000-12-05	514
-64.90	13.84	12	05	2000	2000-12-05	0
-64.90	12.93	12	05	2000	2000-12-05	0
-64.91	11.76	12	06	2000	2000-12-06	540
-64.91	11.76	12	06	2000	2000-12-06	0
-67.08	11.32	12	08	2000	2000-12-08	0
-67.08	11.32	12	08	2000	2000-12-08	0
-70.10	14.35	12	10	2000	2000-12-10	720
-70.10	14.35	12	10	2000	2000-12-10	540
-71.18	14.97	12	10	2000	2000-12-10	0
-72.26	15.51	12	11	2000	2000-12-11	540
-72.26	15.51	12	11	2000	2000-12-11	0
-73.37	15.94	12	11	2000	2000-12-11	10121
-74.22	17.24	12	12	2000	2000-12-12	0
-74.22	17.24	12	12	2000	2000-12-12	1012
-74.58	18.14	12	12	2000	2000-12-12	540
-75.09	18.47	12	13	2000	2000-12-13	6075
-75.09	18.47	12	13	2000	2000-12-13	1620
-76.56	19.11	12	19	2000	2000-12-19	0
-76.56	19.11	12	19	2000	2000-12-19	1620
-76.96	18.96	12	19	2000	2000-12-19	3240
-77.71	18.78	12	20	2000	2000-12-20	28348
-77.71	18.78	12	20	2000	2000-12-20	13499
-78.41	18.69	12	20	2000	2000-12-20	0
-78.86	18.04	12	21	2000	2000-12-21	7559
-78.86	18.04	12	21	2000	2000-12-21	2700
-79.60	17.47	12	21	2000	2000-12-21	1620
-80.35	17.15	12	22	2000	2000-12-22	0
-80.35	17.15	12	22	2000	2000-12-22	0
-81.21	16.82	12	22	2000	2000-12-22	0
-82.49	16.67	12	23	2000	2000-12-23	1620
-82.99	16.53	12	24	2000	2000-12-24	0
-83.22	16.58	12	24	2000	2000-12-24	5400
-84.65	16.41	12	25	2000	2000-12-25	540
-84.65	16.41	12	25	2000	2000-12-25	2160
-82.53	24.38	01	16	2001	2001-01-16	0
-82.82	24.03	01	17	2001	2001-01-17	0
-82.92	24.55	01	17	2001	2001-01-17	0
-81.97	24.40	01	28	2001	2001-01-28	18898
-82.71	24.38	01	29	2001	2001-01-29	3436
-82.62	24.91	01	29	2001	2001-01-29	0
-83.17	24.48	01	30	2001	2001-01-30	89928
-82.89	24.44	01	30	2001	2001-01-30	2400
-82.90	23.87	01	31	2001	2001-01-31	0
-82.65	23.88	01	31	2001	2001-01-31	5400
-80.36	24.63	02	13	2001	2001-02-13	491
-80.01	25.01	02	14	2001	2001-02-14	0
-79.76	26.28	02	14	2001	2001-02-14	4320
-79.80	27.43	02	15	2001	2001-02-15	0
-79.30	27.85	02	15	2001	2001-02-15	0
-77.71	27.48	02	16	2001	2001-02-16	3979
-76.53	27.64	02	17	2001	2001-02-17	1800
-75.30	27.26	02	17	2001	2001-02-17	16874
-74.10	26.76	02	18	2001	2001-02-18	5401
-73.53	26.49	02	18	2001	2001-02-18	4860
-70.74	24.03	02	20	2001	2001-02-20	0
-69.92	23.17	02	20	2001	2001-02-20	5400
-69.20	22.10	02	21	2001	2001-02-21	2160
-69.31	21.12	02	21	2001	2001-02-21	0
-68.87	20.15	02	22	2001	2001-02-22	1080
-69.75	19.94	02	26	2001	2001-02-26	2571
-70.15	20.42	03	01	2001	2001-03-01	491
-71.02	20.23	03	02	2001	2001-03-02	1800
-71.71	20.24	03	02	2001	2001-03-02	9719
-72.69	20.39	03	03	2001	2001-03-03	6479
-73.21	20.53	03	03	2001	2001-03-03	6479
-73.20	20.14	03	04	2001	2001-03-04	0
-73.56	20.17	03	04	2001	2001-03-04	3374
-74.09	19.38	03	05	2001	2001-03-05	0
-74.70	18.75	03	05	2001	2001-03-05	2700
-75.58	18.73	03	06	2001	2001-03-06	0
-75.95	18.50	03	06	2001	2001-03-06	7019
-76.28	18.45	03	07	2001	2001-03-07	466
-76.93	18.65	03	07	2001	2001-03-07	0
-77.48	18.76	03	08	2001	2001-03-08	1800
-78.39	19.04	03	08	2001	2001-03-08	2160
-79.14	19.59	03	09	2001	2001-03-09	4050
-79.26	19.73	03	09	2001	2001-03-09	771
-81.02	21.54	03	14	2001	2001-03-14	0
-81.96	21.39	03	14	2001	2001-03-14	5400
-85.26	22.21	03	16	2001	2001-03-16	0
-84.21	23.21	03	16	2001	2001-03-16	0
-83.70	23.60	03	16	2001	2001-03-16	7799
-83.36	24.11	03	18	2001	2001-03-18	318
-82.09	23.88	03	20	2001	2001-03-20	5940
-81.80	24.18	03	20	2001	2001-03-20	540
-81.35	24.14	03	30	2001	2001-03-30	982
-80.24	24.76	03	30	2001	2001-03-30	0
-79.54	25.89	03	31	2001	2001-03-31	3600
-79.41	26.95	03	31	2001	2001-03-31	4860
-78.73	28.07	04	01	2001	2001-04-01	0
-77.98	28.98	04	02	2001	2001-04-02	491
-77.36	29.37	04	02	2001	2001-04-02	0
-76.44	29.67	04	03	2001	2001-04-03	16975
-76.26	29.86	04	03	2001	2001-04-03	61188
-75.71	31.23	04	04	2001	2001-04-04	1620
-74.71	31.09	04	05	2001	2001-04-05	0
-74.15	30.65	04	05	2001	2001-04-05	23303
-73.56	30.32	04	06	2001	2001-04-06	491
-72.88	30.39	04	06	2001	2001-04-06	58315
-72.14	30.61	04	07	2001	2001-04-07	540
-71.47	30.66	04	07	2001	2001-04-07	17860
-70.44	31.05	04	08	2001	2001-04-08	5890
-69.43	31.25	04	08	2001	2001-04-08	23466
-68.55	31.45	04	08	2001	2001-04-08	53996
-67.43	31.76	04	09	2001	2001-04-09	38825
-66.60	32.01	04	10	2001	2001-04-10	10028
-65.53	32.07	04	10	2001	2001-04-10	1600
-64.41	31.92	04	14	2001	2001-04-14	0
-64.08	31.42	04	14	2001	2001-04-14	0
-64.83	30.86	04	15	2001	2001-04-15	0
-65.92	30.46	04	15	2001	2001-04-15	25378
-65.85	30.10	04	16	2001	2001-04-16	12959
-65.48	29.63	04	16	2001	2001-04-16	10124
-65.24	29.27	04	17	2001	2001-04-17	6599
-64.96	28.77	04	17	2001	2001-04-17	7476
-65.99	28.74	04	18	2001	2001-04-18	9899
-66.56	28.99	04	18	2001	2001-04-18	12151
-67.29	28.58	04	19	2001	2001-04-19	3375
-68.30	27.98	04	19	2001	2001-04-19	1157
-69.33	27.51	04	19	2001	2001-04-19	2250
-70.35	26.90	04	20	2001	2001-04-20	1800
-71.36	26.57	04	20	2001	2001-04-20	1543
-72.54	26.12	04	21	2001	2001-04-21	5625
-73.35	25.18	04	21	2001	2001-04-21	0
-78.76	31.01	05	01	2001	2001-05-01	0
-78.76	31.01	05	01	2001	2001-05-01	0
-70.88	41.38	06	18	2001	2001-06-18	540
-70.25	40.91	06	19	2001	2001-06-19	0
-69.15	40.78	06	19	2001	2001-06-19	0
-68.22	40.73	06	20	2001	2001-06-20	4320
-67.69	40.33	06	21	2001	2001-06-21	540
-67.42	40.16	06	22	2001	2001-06-22	540
-67.57	39.99	06	22	2001	2001-06-22	0
-68.14	39.40	06	23	2001	2001-06-23	0
-68.03	39.07	06	23	2001	2001-06-23	1620
-67.34	38.70	06	23	2001	2001-06-23	0
-66.97	38.56	06	25	2001	2001-06-25	0
-64.68	38.36	06	26	2001	2001-06-26	5400
-64.38	37.61	06	26	2001	2001-06-26	0
-64.50	37.23	06	27	2001	2001-06-27	9447
-64.41	36.23	06	27	2001	2001-06-27	1543
-64.06	35.13	06	28	2001	2001-06-28	0
-65.08	33.52	06	29	2001	2001-06-29	772
-65.55	32.59	06	29	2001	2001-06-29	56156
-65.57	32.20	06	29	2001	2001-06-29	0
-65.17	32.04	07	01	2001	2001-07-01	0
-65.15	33.28	07	06	2001	2001-07-06	0
-66.13	34.56	07	06	2001	2001-07-06	7559
-67.12	35.71	07	07	2001	2001-07-07	8099
-67.25	35.90	07	07	2001	2001-07-07	62545
-69.25	39.89	07	11	2001	2001-07-11	0
-70.38	40.23	07	11	2001	2001-07-11	0
-70.75	40.87	07	12	2001	2001-07-12	1440
-70.39	41.85	08	12	2001	2001-08-12	0
-70.23	42.29	08	12	2001	2001-08-12	0
-70.34	42.34	08	13	2001	2001-08-13	8639
-69.48	42.49	08	13	2001	2001-08-13	0
-69.02	42.32	08	14	2001	2001-08-14	0
-68.59	42.12	08	14	2001	2001-08-14	540
-70.81	41.00	09	05	2001	2001-09-05	0
-70.26	40.26	09	05	2001	2001-09-05	0
-69.02	39.95	09	06	2001	2001-09-06	0
-68.30	39.84	09	06	2001	2001-09-06	1200
-68.21	40.31	09	07	2001	2001-09-07	2025
-69.43	42.58	09	08	2001	2001-09-08	5940
-63.43	30.51	05	13	2002	2002-05-13	23218
-63.57	30.05	05	14	2002	2002-05-14	5400
-62.51	29.68	05	15	2002	2002-05-15	17279
-61.95	29.76	05	15	2002	2002-05-15	5801
-61.43	29.40	05	16	2002	2002-05-16	14579
-61.55	29.09	05	16	2002	2002-05-16	540
-62.54	29.30	05	17	2002	2002-05-17	0
-62.97	29.35	05	17	2002	2002-05-17	18599
-63.34	29.97	05	18	2002	2002-05-18	540
-64.02	30.90	05	18	2002	2002-05-18	0
-64.87	31.83	05	18	2002	2002-05-18	8999
-63.94	32.49	05	26	2002	2002-05-26	0
-63.46	32.99	05	26	2002	2002-05-26	95596
-63.47	33.64	05	26	2002	2002-05-26	675
-63.79	33.86	05	27	2002	2002-05-27	40047
-64.25	34.57	05	27	2002	2002-05-27	0
-64.32	34.78	05	28	2002	2002-05-28	542657
-64.80	35.38	05	28	2002	2002-05-28	23071
-65.36	36.43	05	30	2002	2002-05-30	404968
-65.66	37.11	05	30	2002	2002-05-30	3240
-65.45	38.13	05	30	2002	2002-05-30	540
-65.62	38.77	05	31	2002	2002-05-31	1620
-65.99	39.98	06	01	2002	2002-06-01	0
-64.95	41.75	06	02	2002	2002-06-02	0
-64.24	41.75	05	02	2002	2002-05-02	0
-63.23	42.24	06	03	2002	2002-06-03	0
-58.95	43.99	06	04	2002	2002-06-04	0
-61.68	44.26	06	06	2002	2002-06-06	0
-64.10	44.21	06	07	2002	2002-06-07	6000
-64.18	43.91	06	10	2002	2002-06-10	1080
-69.11	39.61	06	29	2002	2002-06-29	12959
-68.68	39.53	06	30	2002	2002-06-30	0
-68.25	40.51	07	01	2002	2002-07-01	540
-69.24	42.13	07	02	2002	2002-07-02	0
-70.23	41.83	07	12	2002	2002-07-12	0
-70.25	41.84	07	13	2002	2002-07-13	0
-70.34	41.88	07	13	2002	2002-07-13	0
-70.23	42.13	07	14	2002	2002-07-14	0
-70.23	42.14	07	14	2002	2002-07-14	0
-70.24	42.16	07	14	2002	2002-07-14	0
-70.25	42.17	07	14	2002	2002-07-14	0
-70.25	42.19	07	14	2002	2002-07-14	415
-70.25	42.21	07	14	2002	2002-07-14	0
-70.24	42.23	07	14	2002	2002-07-14	0
-70.38	42.33	07	14	2002	2002-07-14	0
-70.39	42.35	07	14	2002	2002-07-14	0
-70.40	42.38	07	14	2002	2002-07-14	0
-70.42	42.41	07	15	2002	2002-07-15	0
-70.43	42.43	07	15	2002	2002-07-15	0
-70.45	42.45	07	15	2002	2002-07-15	0
-70.46	42.47	07	15	2002	2002-07-15	0
-70.76	41.17	07	26	2002	2002-07-26	0
-70.72	41.02	07	27	2002	2002-07-27	0
-70.82	40.77	07	27	2002	2002-07-27	0
-69.88	40.73	07	28	2002	2002-07-28	0
-68.70	40.87	07	28	2002	2002-07-28	2024
-69.00	41.61	07	29	2002	2002-07-29	0
-69.58	42.31	07	29	2002	2002-07-29	0
-68.94	42.81	08	05	2002	2002-08-05	540
-69.41	42.95	08	06	2002	2002-08-06	0
-69.58	42.66	08	06	2002	2002-08-06	0
-69.26	41.62	08	07	2002	2002-08-07	831
-68.97	41.12	08	07	2002	2002-08-07	0
-70.20	42.40	08	19	2002	2002-08-19	0
-70.32	42.34	08	19	2002	2002-08-19	675
-69.75	42.39	08	20	2002	2002-08-20	0
-69.46	41.99	08	20	2002	2002-08-20	1080
-68.80	40.96	08	21	2002	2002-08-21	0
-71.13	41.29	08	24	2002	2002-08-24	0
-71.10	41.27	08	25	2002	2002-08-25	0
-70.99	41.30	08	25	2002	2002-08-25	0
-70.30	40.70	09	06	2002	2002-09-06	1080
-69.44	39.88	09	06	2002	2002-09-06	540
-68.24	39.87	09	07	2002	2002-09-07	2160
-66.34	40.87	09	08	2002	2002-09-08	540
-67.05	41.69	09	08	2002	2002-09-08	0
-67.97	43.67	09	09	2002	2002-09-09	0
-67.27	44.38	09	10	2002	2002-09-10	540
-67.50	44.44	09	10	2002	2002-09-10	0
-70.09	41.47	10	17	2002	2002-10-17	5400
-69.59	41.37	10	18	2002	2002-10-18	0
-68.60	41.20	10	18	2002	2002-10-18	0
-66.33	39.83	10	20	2002	2002-10-20	0
-65.09	38.99	10	21	2002	2002-10-21	0
-63.99	38.64	10	21	2002	2002-10-21	11339
-63.15	37.99	10	22	2002	2002-10-22	2160
-62.55	37.21	10	22	2002	2002-10-22	5400
-62.15	36.55	10	23	2002	2002-10-23	1620
-61.33	34.68	10	23	2002	2002-10-23	4418
-60.98	35.13	10	24	2002	2002-10-24	3780
-60.87	34.86	10	24	2002	2002-10-24	1080
-60.78	33.62	10	25	2002	2002-10-25	2700
-59.56	31.99	10	26	2002	2002-10-26	22580
-59.21	31.25	10	26	2002	2002-10-26	16199
-59.61	30.61	10	27	2002	2002-10-27	1080
-59.08	30.45	10	27	2002	2002-10-27	22678
-58.54	29.74	10	28	2002	2002-10-28	4320
-58.43	28.98	10	28	2002	2002-10-28	7019
-58.29	28.12	10	29	2002	2002-10-29	1080
-57.92	27.59	10	29	2002	2002-10-29	53014
-57.68	26.93	10	30	2002	2002-10-30	11339
-57.47	26.57	10	30	2002	2002-10-30	15119
-57.33	26.29	10	30	2002	2002-10-30	10799
-57.20	25.90	10	31	2002	2002-10-31	7019
-57.10	25.60	10	31	2002	2002-10-31	0
-56.90	25.05	10	31	2002	2002-10-31	26098
-56.76	24.45	11	01	2002	2002-11-01	0
-56.39	23.13	11	01	2002	2002-11-01	4200
-56.52	22.30	11	02	2002	2002-11-02	2700
-56.70	21.68	11	02	2002	2002-11-02	1080
-57.13	20.93	11	03	2002	2002-11-03	1080
-57.26	20.29	11	03	2002	2002-11-03	540
-57.75	19.38	11	04	2002	2002-11-04	900
-57.73	17.05	11	04	2002	2002-11-04	1080
-57.80	16.68	11	05	2002	2002-11-05	0
-57.85	16.39	11	05	2002	2002-11-05	0
-61.53	12.67	11	12	2002	2002-11-12	0
-61.66	13.14	11	12	2002	2002-11-12	0
-61.65	13.46	11	12	2002	2002-11-12	491
-61.56	13.37	11	13	2002	2002-11-13	491
-61.58	13.52	11	13	2002	2002-11-13	1620
-61.21	13.74	11	14	2002	2002-11-14	540
-63.72	17.42	11	20	2002	2002-11-20	0
-63.76	17.34	11	21	2002	2002-11-21	0
-63.80	17.36	11	21	2002	2002-11-21	0
-63.80	17.46	11	21	2002	2002-11-21	0
-65.01	16.37	12	03	2002	2002-12-03	0
-64.71	16.55	12	04	2002	2002-12-04	0
-62.95	13.78	12	06	2002	2002-12-06	0
-62.75	13.43	12	07	2002	2002-12-07	0
-61.40	13.29	12	12	2002	2002-12-12	0
-61.72	13.27	12	13	2002	2002-12-13	0
-67.42	15.28	12	15	2002	2002-12-15	0
-68.83	15.53	12	16	2002	2002-12-16	0
-69.61	15.62	12	17	2002	2002-12-17	0
-71.33	16.45	12	18	2002	2002-12-18	0
-71.94	16.15	12	18	2002	2002-12-18	0
-72.99	15.16	12	19	2002	2002-12-19	0
-73.60	16.20	12	20	2002	2002-12-20	0
-74.13	16.82	12	20	2002	2002-12-20	0
-74.39	17.99	12	21	2002	2002-12-21	3569
-74.59	18.15	12	21	2002	2002-12-21	4234
-75.85	17.91	12	22	2002	2002-12-22	600
-77.35	18.58	12	24	2002	2002-12-24	6513
-80.55	19.45	12	26	2002	2002-12-26	0
-82.21	24.27	01	06	2003	2003-01-06	0
-82.24	24.37	01	06	2003	2003-01-06	0
-82.94	25.52	01	29	2003	2003-01-29	1080
-81.90	23.94	01	30	2003	2003-01-30	2160
-81.60	24.01	01	30	2003	2003-01-30	450
-82.58	24.17	01	31	2003	2003-01-31	0
-83.46	24.53	02	01	2003	2003-02-01	2395
-83.38	24.58	02	01	2003	2003-02-01	0
-81.57	24.42	02	11	2003	2003-02-11	1620
-80.79	24.49	02	12	2003	2003-02-12	0
-79.59	24.78	02	12	2003	2003-02-12	0
-79.67	25.68	02	13	2003	2003-02-13	0
-79.03	26.37	02	14	2003	2003-02-14	1620
-78.61	26.10	02	14	2003	2003-02-14	540
-78.17	26.42	02	15	2003	2003-02-15	0
-77.85	26.16	02	15	2003	2003-02-15	0
-77.37	25.92	02	16	2003	2003-02-16	0
-77.22	25.75	02	16	2003	2003-02-16	0
-76.31	25.86	02	17	2003	2003-02-17	0
-75.42	25.65	02	17	2003	2003-02-17	216523
-74.60	25.59	02	18	2003	2003-02-18	0
-74.17	24.86	02	19	2003	2003-02-19	0
-74.63	24.12	02	20	2003	2003-02-20	1080
-74.58	22.04	02	22	2003	2003-02-22	0
-74.45	21.34	02	23	2003	2003-02-23	540
-74.20	21.44	02	23	2003	2003-02-23	3240
-76.82	18.57	02	28	2003	2003-02-28	3780
-77.17	18.90	03	01	2003	2003-03-01	0
-77.69	19.13	03	01	2003	2003-03-01	0
-78.88	19.85	03	02	2003	2003-03-02	3780
-79.14	19.33	03	02	2003	2003-03-02	0
-79.21	18.89	03	03	2003	2003-03-03	2700
-79.34	17.24	03	03	2003	2003-03-03	0
-80.39	17.00	03	04	2003	2003-03-04	540
-81.25	16.81	03	04	2003	2003-03-04	1080
-82.03	16.55	03	05	2003	2003-03-05	540
-83.03	16.44	03	05	2003	2003-03-05	0
-84.34	16.39	03	03	2003	2003-03-03	0
-85.58	16.37	03	06	2003	2003-03-06	0
-85.93	16.64	03	11	2003	2003-03-11	0
-85.87	17.46	03	11	2003	2003-03-11	1080
-83.88	24.15	03	16	2003	2003-03-16	0
-79.81	25.35	03	28	2003	2003-03-28	2700
-79.48	26.08	03	29	2003	2003-03-29	0
-79.39	26.60	03	29	2003	2003-03-29	0
-79.04	26.38	03	30	2003	2003-03-30	1080
-78.04	26.07	03	30	2003	2003-03-30	1705
-73.33	21.88	04	04	2003	2003-04-04	0
-73.36	21.76	04	05	2003	2003-04-05	0
-73.64	21.18	04	05	2003	2003-04-05	0
-73.69	20.51	04	06	2003	2003-04-06	0
-74.48	19.23	04	08	2003	2003-04-08	1246
-77.02	18.76	04	13	2003	2003-04-13	97192
-77.93	18.77	04	14	2003	2003-04-14	0
-78.91	17.45	04	15	2003	2003-04-15	0
-82.28	16.80	04	17	2003	2003-04-17	25918
-84.20	16.54	04	18	2003	2003-04-18	675
-84.78	16.47	04	18	2003	2003-04-18	953
-85.95	17.10	04	23	2003	2003-04-23	1080
-83.80	24.68	04	26	2003	2003-04-26	0
-83.88	25.47	04	28	2003	2003-04-28	1620
-83.26	24.54	04	29	2003	2003-04-29	6479
-82.22	24.14	05	01	2003	2003-05-01	0
-81.58	23.82	05	11	2003	2003-05-11	0
-80.95	23.98	05	11	2003	2003-05-11	2842
-80.26	24.56	05	12	2003	2003-05-12	0
-79.93	25.60	05	12	2003	2003-05-12	0
-79.78	26.75	05	12	2003	2003-05-12	0
-79.47	28.76	05	14	2003	2003-05-14	3240
-78.63	29.16	05	14	2003	2003-05-14	0
-77.50	29.87	05	15	2003	2003-05-15	16199
-76.76	30.27	05	15	2003	2003-05-15	4860
-75.70	30.52	05	16	2003	2003-05-16	15315
-75.17	30.74	05	16	2003	2003-05-16	281317
-74.00	31.00	05	17	2003	2003-05-17	67495
-73.50	30.84	05	17	2003	2003-05-17	80094
-72.38	30.79	05	18	2003	2003-05-18	9719
-71.22	30.47	05	19	2003	2003-05-19	18224
-70.32	30.49	05	19	2003	2003-05-19	70794
-69.70	30.57	05	19	2003	2003-05-19	2700
-69.17	30.99	05	20	2003	2003-05-20	3240
-68.07	30.73	05	20	2003	2003-05-20	8639
-64.29	32.82	05	26	2003	2003-05-26	34017
-63.32	35.03	05	27	2003	2003-05-27	2700
-63.56	35.71	05	28	2003	2003-05-28	18359
-63.95	36.62	05	28	2003	2003-05-28	25198
-63.92	37.55	05	29	2003	2003-05-29	0
-63.14	39.32	05	29	2003	2003-05-29	11879
-63.53	39.61	05	30	2003	2003-05-30	1200
-64.31	42.16	06	01	2003	2003-06-01	6352
-63.39	43.68	06	07	2003	2003-06-07	0
-63.70	42.50	06	08	2003	2003-06-08	0
-68.50	42.39	06	10	2003	2003-06-10	2160
-70.26	42.34	06	12	2003	2003-06-12	8485
-70.23	42.13	06	13	2003	2003-06-13	3240
-70.92	41.39	06	27	2003	2003-06-27	1350
-71.12	40.69	06	28	2003	2003-06-28	2700
-71.23	40.64	06	28	2003	2003-06-28	0
-70.76	39.81	06	29	2003	2003-06-29	0
-71.08	39.95	06	30	2003	2003-06-30	4050
-71.11	39.84	06	30	2003	2003-06-30	3780
-70.73	40.18	07	01	2003	2003-07-01	0
-70.71	40.30	07	01	2003	2003-07-01	0
-71.33	41.02	07	02	2003	2003-07-02	0
-71.12	41.32	07	03	2003	2003-07-03	1080
-69.74	40.30	07	20	2003	2003-07-20	2160
-69.34	39.94	07	20	2003	2003-07-20	9359
-69.23	40.35	07	20	2003	2003-07-20	0
-69.15	40.64	07	20	2003	2003-07-20	0
-68.95	41.05	07	21	2003	2003-07-21	0
-69.11	41.28	07	21	2003	2003-07-21	1473
-69.51	41.91	07	22	2003	2003-07-22	1080
-69.73	42.27	07	22	2003	2003-07-22	22138
-70.27	42.32	07	22	2003	2003-07-22	2160
-70.44	42.37	07	22	2003	2003-07-22	0
-70.41	43.06	07	31	2003	2003-07-31	0
-70.11	42.71	08	01	2003	2003-08-01	2025
-69.59	42.50	08	01	2003	2003-08-01	0
-69.14	42.03	08	02	2003	2003-08-02	0
-68.47	41.78	08	02	2003	2003-08-02	2700
-68.33	41.38	08	03	2003	2003-08-03	1080
-67.71	40.47	08	03	2003	2003-08-03	0
-68.38	40.66	08	04	2003	2003-08-04	0
-70.73	40.08	10	18	2003	2003-10-18	0
-69.97	39.52	10	18	2003	2003-10-18	0
-69.05	38.84	10	18	2003	2003-10-18	1080
-67.92	38.35	10	19	2003	2003-10-19	0
-66.74	37.78	10	20	2003	2003-10-20	0
-65.39	37.30	10	20	2003	2003-10-20	0
-64.07	37.15	10	21	2003	2003-10-21	0
-63.73	37.05	10	21	2003	2003-10-21	5400
-59.18	36.17	10	23	2003	2003-10-23	32397
-58.53	35.88	10	24	2003	2003-10-24	1800
-58.30	34.75	10	25	2003	2003-10-25	2078
-57.36	33.88	10	25	2003	2003-10-25	1620
-57.05	32.42	10	26	2003	2003-10-26	1200
-57.07	31.38	10	26	2003	2003-10-26	5400
-57.35	30.00	10	27	2003	2003-10-27	11781
-58.13	27.45	10	28	2003	2003-10-28	51296
-57.98	26.83	10	29	2003	2003-10-29	25455
-58.40	26.21	10	29	2003	2003-10-29	1800
-58.61	25.40	10	30	2003	2003-10-30	10682
-58.19	24.76	10	30	2003	2003-10-30	4054
-57.76	24.03	10	31	2003	2003-10-31	3240
-57.67	23.24	10	31	2003	2003-10-31	6479
-57.66	21.61	11	01	2003	2003-11-01	2700
-57.53	21.85	11	01	2003	2003-11-01	8774
-57.61	19.11	11	03	2003	2003-11-03	4723
-57.63	18.22	11	03	2003	2003-11-03	540
-57.97	16.16	11	04	2003	2003-11-04	0
-58.29	14.98	11	05	2003	2003-11-05	0
-59.46	12.02	11	06	2003	2003-11-06	3600
-59.76	11.10	11	06	2003	2003-11-06	0
-64.06	18.29	11	20	2003	2003-11-20	1080
-64.89	18.12	12	01	2003	2003-12-01	0
-64.56	18.64	12	01	2003	2003-12-01	540
-64.39	17.79	12	01	2003	2003-12-01	0
-63.87	16.97	12	02	2003	2003-12-02	3000
-63.70	16.98	12	02	2003	2003-12-02	1620
-63.31	16.35	12	03	2003	2003-12-03	0
-62.94	15.84	12	03	2003	2003-12-03	0
-62.91	16.34	12	04	2003	2003-12-04	0
-62.62	16.06	12	04	2003	2003-12-04	0
-62.45	15.88	12	05	2003	2003-12-05	0
-62.27	15.60	12	05	2003	2003-12-05	2700
-62.20	15.62	12	06	2003	2003-12-06	169
-61.86	16.19	12	07	2003	2003-12-07	2400
-61.99	15.81	12	07	2003	2003-12-07	1440
-62.27	14.99	12	08	2003	2003-12-08	540
-62.47	14.21	12	09	2003	2003-12-09	0
-62.58	13.97	12	09	2003	2003-12-09	0
-62.64	13.50	12	09	2003	2003-12-09	0
-62.64	13.32	12	10	2003	2003-12-10	0
-62.64	13.06	12	10	2003	2003-12-10	2160
-61.50	12.67	12	15	2003	2003-12-15	0
-61.62	12.77	12	16	2003	2003-12-16	3333
-61.78	12.20	12	16	2003	2003-12-16	0
-61.93	12.31	12	17	2003	2003-12-17	0
-62.24	11.88	12	17	2003	2003-12-17	771
-62.91	11.60	12	17	2003	2003-12-17	0
-64.05	11.98	12	18	2003	2003-12-18	0
-64.76	11.80	12	19	2003	2003-12-19	1511
-65.13	11.82	12	19	2003	2003-12-19	0
-65.99	11.81	12	19	2003	2003-12-19	0
-66.38	11.82	12	20	2003	2003-12-20	540
-67.26	12.37	12	21	2003	2003-12-21	5400
-67.85	13.08	12	21	2003	2003-12-21	5400
-68.33	14.39	12	22	2003	2003-12-22	0
